event_id,type-id,disambiguation,cancelled,time,name,setlist,type,annotation,genres_id,relations_wiki
https://musicbrainz.org/event/e9380eca-b40e-4a48-8466-9345eef3d7c4,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Contratopia at Glen Echo Park on Friday,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/42041990-bcff-43c6-b300-4b2a97b4c11b,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,The Free Raisins at Glen Echo Park in 2011,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/b483e108-fcfd-4c14-ab33-9a53f8e249fd,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Wild Asparagus at Glen Echo Park,,Concert,,,
https://musicbrainz.org/event/999fd4da-f420-4476-b210-da94a589fc2f,ef55e8d7-3d00-394a-8012-f5506a29ff0b,2012,False,,Zwiebel Assault,,Concert,,,
https://musicbrainz.org/event/d801c6c8-7870-4506-9709-af3890bf1e74,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,20:00,BOB goes Matrix,,Concert,,,
https://musicbrainz.org/event/e559f343-2a2d-43c3-acb2-e4e2071b62db,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Total Cello Ensemble at Hämeenlinnan Raatihuone,,Concert,,,
https://musicbrainz.org/event/85203b89-fa1b-4dd0-9e5c-a83e255981b7,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,The Elftones at Glen Echo Park,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/74b4c788-c2d0-4dde-a361-9d8ef29a21ae,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,Elixir at Glen Echo Park on Sunday,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/ec987db8-d789-4ac7-bfcc-5040276021d0,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,The Avant Gardeners at Glen Echo Park,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
https://musicbrainz.org/event/e0d3f65c-6b9d-450e-a2a7-e8f230268638,ef55e8d7-3d00-394a-8012-f5506a29ff0b,Sounds of the Ages 2014,False,,Paradise Lost at Plovdiv Roman Theater,,Concert,,,
https://musicbrainz.org/event/840ad5cd-a922-4637-a0eb-0739848e6485,ef55e8d7-3d00-394a-8012-f5506a29ff0b,,False,,The Moving Violations at Concord Scout House in June 2010,,Concert,,https://musicbrainz.org/genre/2f7f569a-9348-4384-8508-2d0ac7d6a778,
